Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Rice,2016,Summer,Puducherry,4100.0,15989.0,1391.3,628325.0,1435.0,2.535
Sesamum,2016,Kharif,Puducherry,3.0,4.0,1391.3,459.75,1.05,1.33
Sesamum,2016,Rabi,Puducherry,1.0,1.0,1391.3,153.25,0.35,1.0
Sesamum,2016,Summer,Puducherry,72.0,70.0,1391.3,11034.0,25.2,0.605
Sugarcane,2016,Kharif,Puducherry,1677.0,209625.0,1391.3,257000.25,586.95,125.0
Sweet potato,2016,Kharif,Puducherry,6.0,60.0,1391.3,919.5,2.1,10.0
Tapioca,2016,Kharif,Puducherry,157.0,3215.0,1391.3,24060.25,54.95,27.5
Tapioca,2016,Rabi,Puducherry,11.0,173.0,1391.3,1685.75,3.85,15.73
Turmeric,2016,Kharif,Puducherry,6.0,18.0,1391.3,919.5,2.1,3.0
Urad,2016,Kharif,Puducherry,15.0,21.0,1391.3,2298.75,5.25,1.4
Urad,2016,Rabi,Puducherry,335.0,318.0,1391.3,51338.75,117.25,0.74
Urad,2016,Summer,Puducherry,402.0,106.0,1391.3,61606.5,140.7,0.43
Arecanut,2016,Whole Year,Karnataka,254640.0,2586795.0,1147.2,39023580.0,89124.0,10.12181818
Arhar/Tur,2016,Kharif,Karnataka,1213836.0,1212287.0,1147.2,186020367.0,424842.6,0.686666667
Bajra,2016,Kharif,Karnataka,240347.0,253510.0,1147.2,36833177.75,84121.45,0.918888889
Bajra,2016,Summer,Karnataka,1980.0,2145.0,1147.2,303435.0,693.0,1.076666667
Black pepper,2016,Whole Year,Karnataka,37746.0,22879.0,1147.2,5784574.5,13211.1,0.618823529
Cardamom,2016,Whole Year,Karnataka,16682.0,1757.0,1147.2,2556516.5,5838.7,0.105714286
Cashewnut,2016,Whole Year,Karnataka,64072.0,36194.0,1147.2,9819034.0,22425.2,0.774736842
Castor seed,2016,Kharif,Karnataka,9527.0,4722.0,1147.2,1460012.75,3334.45,0.506086957
Coconut,2016,Whole Year,Karnataka,437099.0,3417203000.0,1147.2,66985421.75,152984.65,7996.762143
Coriander,2016,Whole Year,Karnataka,1778.0,770.0,1147.2,272478.5,622.3,0.390625
Cotton(lint),2016,Kharif,Karnataka,484953.0,1016054.0,1147.2,74319047.25,169733.55,2.371304348
Cotton(lint),2016,Rabi,Karnataka,24614.0,7868.0,1147.2,3772095.5,8614.9,0.343
Cowpea(Lobia),2016,Kharif,Karnataka,56875.0,43550.0,1147.2,8716093.75,19906.25,0.768518519
Cowpea(Lobia),2016,Rabi,Karnataka,4191.0,100.0,1147.2,642270.75,1466.85,0.017647059
Cowpea(Lobia),2016,Summer,Karnataka,5158.0,949.0,1147.2,790463.5,1805.3,0.182105263
Dry chillies,2016,Kharif,Karnataka,114152.0,229899.0,1147.2,17493794.0,39953.2,1.907931034
Dry chillies,2016,Rabi,Karnataka,8982.0,19936.0,1147.2,1376491.5,3143.7,2.156153846
Dry chillies,2016,Summer,Karnataka,4468.0,10308.0,1147.2,684721.0,1563.8,2.288461538
Garlic,2016,Whole Year,Karnataka,6534.0,5420.0,1147.2,1001335.5,2286.9,1.007058824
Ginger,2016,Whole Year,Karnataka,23088.0,583856.0,1147.2,3538236.0,8080.8,25.64045455
Gram,2016,Rabi,Karnataka,1002932.0,592570.0,1147.2,153699329.0,351026.2,0.450833333
Groundnut,2016,Kharif,Karnataka,496668.0,247658.0,1147.2,76114371.0,173833.8,0.626071429
Groundnut,2016,Rabi,Karnataka,3309.0,7482.0,1147.2,507104.25,1158.15,2.26
Groundnut,2016,Summer,Karnataka,165732.0,163583.0,1147.2,25398429.0,58006.2,0.977142857
Horse-gram,2016,Kharif,Karnataka,35541.0,10705.0,1147.2,5446658.25,12439.35,0.521666667
Horse-gram,2016,Rabi,Karnataka,88261.0,5710.0,1147.2,13525998.25,30891.35,0.131153846
Jowar,2016,Kharif,Karnataka,110719.0,128811.0,1147.2,16967686.75,38751.65,1.079
Jowar,2016,Rabi,Karnataka,834444.0,713383.0,1147.2,127878543.0,292055.4,0.725263158
Jowar,2016,Summer,Karnataka,2838.0,3887.0,1147.2,434923.5,993.3,1.376363636
Linseed,2016,Rabi,Karnataka,2854.0,155.0,1147.2,437375.5,998.9,0.079090909
Maize,2016,Kharif,Karnataka,1262641.0,2988982.0,1147.2,193499733.3,441924.35,2.6025
Maize,2016,Rabi,Karnataka,87280.0,262415.0,1147.2,13375660.0,30548.0,2.6956
Maize,2016,Summer,Karnataka,20282.0,62889.0,1147.2,3108216.5,7098.7,3.482222222
Mesta,2016,Whole Year,Karnataka,105.0,107.0,1147.2,16091.25,36.75,1.04
Moong(Green Gram),2016,Kharif,Karnataka,415582.0,115532.0,1147.2,63687941.5,145453.7,0.2375
Moong(Green Gram),2016,Rabi,Karnataka,3959.0,354.0,1147.2,606716.75,1385.65,0.077
Moong(Green Gram),2016,Summer,Karnataka,678.0,188.0,1147.2,103903.5,237.3,0.267777778
Niger seed,2016,Kharif,Karnataka,5588.0,1045.0,1147.2,856361.0,1955.8,0.184090909
Onion,2016,Kharif,Karnataka,183065.0,1314804.0,1147.2,28054711.25,64072.75,7.5872
Onion,2016,Rabi,Karnataka,14675.0,210164.0,1147.2,2248943.75,5136.25,13.12625
Onion,2016,Summer,Karnataka,3231.0,47561.0,1147.2,495150.75,1130.85,14.20695652
Other  Rabi pulses,2016,Rabi,Karnataka,2706.0,513.0,1147.2,414694.5,947.1,0.081176471
Other Kharif pulses,2016,Kharif,Karnataka,49480.0,18324.0,1147.2,7582810.0,17318.0,0.3628
Potato,2016,Kharif,Karnataka,19963.0,196136.0,1147.2,3059329.75,6987.05,10.48722222
Potato,2016,Rabi,Karnataka,5929.0,82004.0,1147.2,908619.25,2075.15,13.475
Potato,2016,Summer,Karnataka,244.0,3796.0,1147.2,37393.0,85.4,15.46571429
Ragi,2016,Kharif,Karnataka,575562.0,462667.0,1147.2,88204876.5,201446.7,0.853684211
Ragi,2016,Rabi,Karnataka,16968.0,17569.0,1147.2,2600346.0,5938.8,1.114285714
Ragi,2016,Summer,Karnataka,6133.0,11093.0,1147.2,939882.25,2146.55,1.895333333
Rapeseed &Mustard,2016,Kharif,Karnataka,4573.0,840.0,1147.2,700812.25,1600.55,0.196
Rice,2016,Kharif,Karnataka,942025.0,2611754.0,1147.2,144365331.3,329708.75,2.529666667
Rice,2016,Rabi,Karnataka,18686.0,49615.0,1147.2,2863629.5,6540.1,2.525333333
Rice,2016,Summer,Karnataka,73832.0,212837.0,1147.2,11314754.0,25841.2,2.852692308
Safflower,2016,Rabi,Karnataka,32118.0,21654.0,1147.2,4922083.5,11241.3,0.385384615
Sannhamp,2016,Whole Year,Karnataka,57.0,13.0,1147.2,8735.25,19.95,0.071666667
Sesamum,2016,Kharif,Karnataka,35109.0,22329.0,1147.2,5380454.25,12288.15,0.559230769
Small millets,2016,Kharif,Karnataka,21081.0,6746.0,1147.2,3230663.25,7378.35,0.392941176
Soyabean,2016,Kharif,Karnataka,317870.0,237281.0,1147.2,48713577.5,111254.5,0.872727273
Sugarcane,2016,Whole Year,Karnataka,397098.0,27378389.0,1147.2,60855268.5,138984.3,75.5836
Sunflower,2016,Kharif,Karnataka,133872.0,78670.0,1147.2,20515884.0,46855.2,0.532173913
Sunflower,2016,Rabi,Karnataka,82710.0,18135.0,1147.2,12675307.5,28948.5,0.448333333
Sunflower,2016,Summer,Karnataka,3775.0,1638.0,1147.2,578518.75,1321.25,0.712727273
Sweet potato,2016,Whole Year,Karnataka,3079.0,36908.0,1147.2,471856.75,1077.65,11.27153846
Tapioca,2016,Whole Year,Karnataka,687.0,4166.0,1147.2,105282.75,240.45,6.5375
Tobacco,2016,Whole Year,Karnataka,89741.0,65370.0,1147.2,13752808.25,31409.35,0.773846154
Turmeric,2016,Whole Year,Karnataka,19327.0,114511.0,1147.2,2961862.75,6764.45,5.775294118
Urad,2016,Kharif,Karnataka,82772.0,40424.0,1147.2,12684809.0,28970.2,0.352272727
Urad,2016,Rabi,Karnataka,3318.0,1605.0,1147.2,508483.5,1161.3,0.448
Urad,2016,Summer,Karnataka,2218.0,1205.0,1147.2,339908.5,776.3,0.526363636
Wheat,2016,Rabi,Karnataka,168242.0,171429.0,1147.2,25783086.5,58884.7,0.944285714
Arecanut,2016,Whole Year,Kerala,97696.0,116839.0,2924.3,14971912.0,34193.6,0.883571429
Arhar/Tur,2016,Whole Year,Kerala,176.0,278.0,2924.3,26972.0,61.6,1.58
Banana,2016,Whole Year,Kerala,57158.0,489322.0,2924.3,8759463.5,20005.3,8.442857143
Black pepper,2016,Whole Year,Kerala,85207.0,34065.0,2924.3,13057972.75,29822.45,0.35
Cardamom,2016,Whole Year,Kerala,39080.0,17147.0,2924.3,5989010.0,13678.0,0.115714286
Cashewnut,2016,Whole Year,Kerala,41661.0,27944.0,2924.3,6384548.25,14581.35,0.347142857
Coconut,2016,Whole Year,Kerala,781496.0,5384000000.0,2924.3,119764262.0,273523.6,6418.719286
Cotton(lint),2016,Whole Year,Kerala,80.0,120.0,2924.3,12260.0,28.0,1.5
Garlic,2016,Whole Year,Kerala,77.0,380.0,2924.3,11800.25,26.95,4.94
Ginger,2016,Whole Year,Kerala,5151.0,20478.0,2924.3,789390.75,1802.85,3.160714286
Groundnut,2016,Whole Year,Kerala,358.0,505.0,2924.3,54863.5,125.3,1.41
Jowar,2016,Whole Year,Kerala,140.0,110.0,2924.3,21455.0,49.0,0.79
Maize,2016,Whole Year,Kerala,65.0,68.0,2924.3,9961.25,22.75,1.775
Other Kharif pulses,2016,Kharif,Kerala,1562.0,1433.0,2924.3,239376.5,546.7,1.104545455
Potato,2016,Whole Year,Kerala,556.0,8823.0,2924.3,85207.0,194.6,15.87
Ragi,2016,Whole Year,Kerala,33.0,42.0,2924.3,5057.25,11.55,1.375
Rice,2016,Autumn,Kerala,56601.0,167181.0,2924.3,8674103.25,19810.35,2.524615385
Rice,2016,Summer,Kerala,42544.0,127905.0,2924.3,6519868.0,14890.4,2.534285714
Rice,2016,Winter,Kerala,72253.0,141397.0,2924.3,11072772.25,25288.55,2.102142857
Sesamum,2016,Whole Year,Kerala,178.696,59.0,2924.3,27385.162,62.5436,0.213
Small millets,2016,Whole Year,Kerala,9.0,6.0,2924.3,1379.25,3.15,0.67
Sugarcane,2016,Whole Year,Kerala,1062.502,113130.0,2924.3,162828.4315,371.8757,72.10375
Sweet potato,2016,Whole Year,Kerala,220.0,3086.0,2924.3,33715.0,77.0,13.35923077
Tapioca,2016,Whole Year,Kerala,68664.0,2529729.0,2924.3,10522758.0,24032.4,36.88928571
Tobacco,2016,Whole Year,Kerala,12.0,18.0,2924.3,1839.0,4.2,1.5
Turmeric,2016,Whole Year,Kerala,2632.0,6506.0,2924.3,403354.0,921.2,2.429285714
Wheat,2016,Whole Year,Kerala,1.0,1.0,2924.3,153.25,0.35,1.0
Arecanut,2016,Whole Year,Tamil Nadu,7078.0,12708.0,912.4,1084703.5,2477.3,1.477272727
Arhar/Tur,2016,Kharif,Tamil Nadu,56560.0,37053.0,912.4,8667820.0,19796.0,0.591034483
Bajra,2016,Kharif,Tamil Nadu,31511.0,93045.0,912.4,4829060.75,11028.85,2.84125
Bajra,2016,Rabi,Tamil Nadu,18162.0,9205.0,912.4,2783326.5,6356.7,0.6732
Banana,2016,Whole Year,Tamil Nadu,90993.0,3028869.0,912.4,13944677.25,31847.55,33.24096774
Black pepper,2016,Whole Year,Tamil Nadu,4908.0,1075.0,912.4,752151.0,1717.8,0.150625
Cardamom,2016,Whole Year,Tamil Nadu,3902.0,353.0,912.4,597981.5,1365.7,0.063636364
Cashewnut,2016,Whole Year,Tamil Nadu,86280.0,10178.0,912.4,13222410.0,30198.0,0.168571429
Castor seed,2016,Kharif,Tamil Nadu,4705.0,1470.0,912.4,721041.25,1646.75,0.29375
Coconut,2016,Whole Year,Tamil Nadu,435621.0,4706400000.0,912.4,66758918.25,152467.35,10719.08742
Coriander,2016,Whole Year,Tamil Nadu,9120.0,1470.0,912.4,1397640.0,3192.0,0.192857143
Cotton(lint),2016,Kharif,Tamil Nadu,93679.0,121177.0,912.4,14356306.75,32787.65,1.335
Cotton(lint),2016,Rabi,Tamil Nadu,54532.0,80339.0,912.4,8357029.0,19086.2,1.55037037
Dry chillies,2016,Whole Year,Tamil Nadu,44839.0,20585.0,912.4,6871576.75,15693.65,0.811935484
Garlic,2016,Whole Year,Tamil Nadu,781.0,4545.0,912.4,119688.25,273.35,5.206666667
Ginger,2016,Whole Year,Tamil Nadu,371.0,8133.0,912.4,56855.75,129.85,22.459
Gram,2016,Rabi,Tamil Nadu,5227.0,3393.0,912.4,801037.75,1829.45,0.58
Groundnut,2016,Kharif,Tamil Nadu,194719.0,305193.0,912.4,29840686.75,68151.65,1.692758621
Groundnut,2016,Rabi,Tamil Nadu,87769.0,283661.0,912.4,13450599.25,30719.15,2.949666667
Horse-gram,2016,Kharif,Tamil Nadu,3751.0,1175.0,912.4,574840.75,1312.85,0.393636364
Horse-gram,2016,Rabi,Tamil Nadu,34851.0,11186.0,912.4,5340915.75,12197.85,0.2972
Jowar,2016,Kharif,Tamil Nadu,128351.0,106504.0,912.4,19669790.75,44922.85,0.917272727
Jowar,2016,Rabi,Tamil Nadu,140040.0,47352.0,912.4,21461130.0,49014.0,0.440384615
Maize,2016,Kharif,Tamil Nadu,169144.0,770221.0,912.4,25921318.0,59200.4,4.682222222
Maize,2016,Rabi,Tamil Nadu,145886.0,183156.0,912.4,22357029.5,51060.1,1.654827586
Moong(Green Gram),2016,Kharif,Tamil Nadu,28751.0,23234.0,912.4,4406090.75,10062.85,0.764230769
Moong(Green Gram),2016,Rabi,Tamil Nadu,137223.0,32853.0,912.4,21029424.75,48028.05,0.224285714
Onion,2016,Kharif,Tamil Nadu,13602.0,141117.0,912.4,2084506.5,4760.7,10.27692308
Onion,2016,Rabi,Tamil Nadu,17597.0,89105.0,912.4,2696740.25,6158.95,5.267407407
Other Cereals,2016,Kharif,Tamil Nadu,1547.0,210.0,912.4,237077.75,541.45,0.1
Other Cereals,2016,Rabi,Tamil Nadu,4060.0,54.0,912.4,622195.0,1421.0,0.095454545
Potato,2016,Kharif,Tamil Nadu,3194.0,77476.0,912.4,489480.5,1117.9,24.5825
Potato,2016,Rabi,Tamil Nadu,1653.0,31493.0,912.4,253322.25,578.55,21.248
Ragi,2016,Kharif,Tamil Nadu,52250.0,85970.0,912.4,8007312.5,18287.5,1.652272727
Ragi,2016,Rabi,Tamil Nadu,9112.0,28459.0,912.4,1396414.0,3189.2,3.050833333
Rapeseed &Mustard,2016,Rabi,Tamil Nadu,199.0,46.0,912.4,30496.75,69.65,0.186
Rice,2016,Kharif,Tamil Nadu,1442841.0,3554113.0,912.4,221115383.3,504994.35,3.068387097
Sesamum,2016,Kharif,Tamil Nadu,10593.0,4178.0,912.4,1623377.25,3707.55,0.389615385
Sesamum,2016,Rabi,Tamil Nadu,17638.0,6659.0,912.4,2703023.5,6173.3,0.371785714
Small millets,2016,Kharif,Tamil Nadu,17611.0,17792.0,912.4,2698885.75,6163.85,0.912352941
Small millets,2016,Rabi,Tamil Nadu,350.0,249.0,912.4,53637.5,122.5,0.752941176
Sugarcane,2016,Whole Year,Tamil Nadu,218262.0,18987555.0,912.4,33448651.5,76391.7,78.37766667
Sunflower,2016,Kharif,Tamil Nadu,1959.0,1675.0,912.4,300216.75,685.65,0.838947368
Sunflower,2016,Rabi,Tamil Nadu,5488.0,1244.0,912.4,841036.0,1920.8,0.298823529
Sweet potato,2016,Whole Year,Tamil Nadu,283.0,2623.0,912.4,43369.75,99.05,9.951052632
Tapioca,2016,Whole Year,Tamil Nadu,76420.0,2012746.0,912.4,11711365.0,26747.0,26.67741935
Tobacco,2016,Whole Year,Tamil Nadu,1799.0,2744.0,912.4,275696.75,629.65,1.547142857
Turmeric,2016,Whole Year,Tamil Nadu,35795.0,129563.0,912.4,5485583.75,12528.25,3.36037037
Urad,2016,Kharif,Tamil Nadu,71477.0,55256.0,912.4,10953850.25,25016.95,0.744666667
Urad,2016,Rabi,Tamil Nadu,358307.0,129356.0,912.4,54910547.75,125407.45,0.357
Arecanut,2017,Kharif,Andhra Pradesh,697.0,4369.0,868.2,109735.68,264.86,5.5825
Arhar/Tur,2017,Kharif,Andhra Pradesh,275367.0,116695.0,868.2,43353780.48,104639.46,0.567692308
Arhar/Tur,2017,Rabi,Andhra Pradesh,4148.0,3394.0,868.2,653061.12,1576.24,0.55
Bajra,2017,Kharif,Andhra Pradesh,43367.0,82916.0,868.2,6827700.48,16479.46,1.854545455
Bajra,2017,Rabi,Andhra Pradesh,4990.0,10252.0,868.2,785625.6,1896.2,1.833333333
Banana,2017,Whole Year,Andhra Pradesh,55130.0,5961326.0,868.2,8679667.2,20949.4,116.2230769
Cashewnut,2017,Kharif,Andhra Pradesh,115277.0,89339.0,868.2,18149210.88,43805.26,1.7475
Castor seed,2017,Kharif,Andhra Pradesh,30904.0,20126.0,868.2,4865525.76,11743.52,0.8425
Castor seed,2017,Rabi,Andhra Pradesh,906.0,723.0,868.2,142640.64,344.28,0.856
Coconut,2017,Whole Year,Andhra Pradesh,103968.0,1397800000.0,868.2,16368721.92,39507.84,12746.54
Coriander,2017,Rabi,Andhra Pradesh,2584.0,1637.0,868.2,406824.96,981.92,0.63875
Cotton(lint),2017,Kharif,Andhra Pradesh,643942.0,2083754.0,868.2,101382228.5,244697.96,2.660769231
Cotton(lint),2017,Rabi,Andhra Pradesh,2097.0,4116.0,868.2,330151.68,796.86,2.116
Cowpea(Lobia),2017,Kharif,Andhra Pradesh,4302.0,3081.0,868.2,677306.88,1634.76,0.691428571
Cowpea(Lobia),2017,Rabi,Andhra Pradesh,9470.0,7053.0,868.2,1490956.8,3598.6,0.574285714
Dry chillies,2017,Kharif,Andhra Pradesh,101799.0,536464.0,868.2,16027234.56,38683.62,4.826923077
Dry chillies,2017,Rabi,Andhra Pradesh,17463.0,81884.0,868.2,2749374.72,6635.94,3.846153846
Ginger,2017,Kharif,Andhra Pradesh,381.0,309.0,868.2,59984.64,144.78,0.995
Gram,2017,Rabi,Andhra Pradesh,520380.0,589124.0,868.2,81928627.2,197744.4,1.341818182
Groundnut,2017,Kharif,Andhra Pradesh,647930.0,836554.0,868.2,102010099.2,246213.4,1.967692308
Groundnut,2017,Rabi,Andhra Pradesh,86664.0,211055.0,868.2,13644380.16,32932.32,2.803846154
Horse-gram,2017,Kharif,Andhra Pradesh,16828.0,7066.0,868.2,2649400.32,6394.64,0.286666667
Horse-gram,2017,Rabi,Andhra Pradesh,21890.0,15129.0,868.2,3446361.6,8318.2,0.658333333
Jowar,2017,Kharif,Andhra Pradesh,29677.0,30206.0,868.2,4672346.88,11277.26,1.135384615
Jowar,2017,Rabi,Andhra Pradesh,109992.0,302488.0,868.2,17317140.48,41796.96,2.570909091
Linseed,2017,Kharif,Andhra Pradesh,224.0,108.0,868.2,35266.56,85.12,0.49
Maize,2017,Kharif,Andhra Pradesh,107276.0,501801.0,868.2,16889533.44,40764.88,4.422307692
Maize,2017,Rabi,Andhra Pradesh,229264.0,1824103.0,868.2,36095324.16,87120.32,7.576153846
Mesta,2017,Kharif,Andhra Pradesh,4850.0,45800.0,868.2,763584.0,1843.0,8.73
Moong(Green Gram),2017,Kharif,Andhra Pradesh,18008.0,10705.0,868.2,2835179.52,6843.04,0.625384615
Moong(Green Gram),2017,Rabi,Andhra Pradesh,121311.0,81419.0,868.2,19099203.84,46098.18,0.693076923
Niger seed,2017,Rabi,Andhra Pradesh,5660.0,2339.0,868.2,891110.4,2150.8,0.49
Oilseeds total,2017,Kharif,Andhra Pradesh,786064.0,2643671.0,868.2,123757916.2,298704.32,7.239230769
Oilseeds total,2017,Rabi,Andhra Pradesh,128634.0,232855.0,868.2,20252136.96,48880.92,1.855384615
Onion,2017,Kharif,Andhra Pradesh,17336.0,662728.0,868.2,2729379.84,6587.68,381.42
Onion,2017,Rabi,Andhra Pradesh,7382.0,249866.0,868.2,1162222.08,2805.16,44.62
Other  Rabi pulses,2017,Rabi,Andhra Pradesh,10004.0,12174.0,868.2,1575029.76,3801.52,0.94
Other Kharif pulses,2017,Kharif,Andhra Pradesh,2551.0,1642.0,868.2,401629.44,969.38,0.905
Potato,2017,Kharif,Andhra Pradesh,457.0,4758.0,868.2,71950.08,173.66,7.15
Potato,2017,Rabi,Andhra Pradesh,994.0,10912.0,868.2,156495.36,377.72,8.49
Ragi,2017,Kharif,Andhra Pradesh,26640.0,30128.0,868.2,4194201.6,10123.2,1.28
Ragi,2017,Rabi,Andhra Pradesh,7810.0,13861.0,868.2,1229606.4,2967.8,1.896666667
Rapeseed &Mustard,2017,Rabi,Andhra Pradesh,3000.0,1373.0,868.2,472320.0,1140.0,0.414
Rice,2017,Kharif,Andhra Pradesh,1476928.0,4941933.0,868.2,232527544.3,561232.64,3.25
Rice,2017,Rabi,Andhra Pradesh,741258.0,3519409.0,868.2,116703659.5,281678.04,3.887692308
Safflower,2017,Rabi,Andhra Pradesh,20.0,13.0,868.2,3148.8,7.6,0.65
Sesamum,2017,Kharif,Andhra Pradesh,13457.0,2960.0,868.2,2118670.08,5113.66,0.222307692
Sesamum,2017,Rabi,Andhra Pradesh,26281.0,7927.0,868.2,4137680.64,9986.78,0.325
Small millets,2017,Kharif,Andhra Pradesh,18101.0,14687.0,868.2,2849821.44,6878.38,0.774
Small millets,2017,Rabi,Andhra Pradesh,3221.0,1382.0,868.2,507114.24,1223.98,0.73
Soyabean,2017,Kharif,Andhra Pradesh,373.0,705.0,868.2,58725.12,141.74,1.74
Soyabean,2017,Rabi,Andhra Pradesh,2.0,4.0,868.2,314.88,0.76,2.0
Sugarcane,2017,Whole Year,Andhra Pradesh,98912.0,7782670.0,868.2,15572705.28,37586.56,92.49384615
Sunflower,2017,Kharif,Andhra Pradesh,3045.0,2249.0,868.2,479404.8,1157.1,0.924285714
Sunflower,2017,Rabi,Andhra Pradesh,6101.0,9421.0,868.2,960541.44,2318.38,1.082727273
Sweet potato,2017,Kharif,Andhra Pradesh,188.0,2360.0,868.2,29598.72,71.44,12.68571429
Sweet potato,2017,Rabi,Andhra Pradesh,513.0,6015.0,868.2,80766.72,194.94,11.86
Tapioca,2017,Kharif,Andhra Pradesh,7468.0,92603.0,868.2,1175761.92,2837.84,13.26666667
Tapioca,2017,Rabi,Andhra Pradesh,39.0,474.0,868.2,6140.16,14.82,9.53
Tobacco,2017,Kharif,Andhra Pradesh,33229.0,359587.0,868.2,5231573.76,12627.02,8.184444444
Tobacco,2017,Rabi,Andhra Pradesh,78897.0,167377.0,868.2,12421543.68,29980.86,2.319
Urad,2017,Kharif,Andhra Pradesh,45798.0,37675.0,868.2,7210437.12,17403.24,0.87
Urad,2017,Rabi,Andhra Pradesh,357442.0,333413.0,868.2,56275668.48,135827.96,0.911538462
Wheat,2017,Kharif,Andhra Pradesh,11.0,8.0,868.2,1731.84,4.18,0.85
Wheat,2017,Rabi,Andhra Pradesh,38.0,27.0,868.2,5982.72,14.44,0.716666667
other oilseeds,2017,Kharif,Andhra Pradesh,90131.0,1780969.0,868.2,14190224.64,34249.78,15.18
Arecanut,2017,Kharif,Puducherry,52.0,78.0,1582.4,8186.88,19.76,1.5
Bajra,2017,Kharif,Puducherry,9.0,25.0,1582.4,1416.96,3.42,2.78
Bajra,2017,Rabi,Puducherry,2.0,6.0,1582.4,314.88,0.76,3.0
Bajra,2017,Summer,Puducherry,3.0,8.0,1582.4,472.32,1.14,2.67
Banana,2017,Kharif,Puducherry,249.0,2946.0,1582.4,39202.56,94.62,11.33333333
Black pepper,2017,Kharif,Puducherry,10.0,18.0,1582.4,1574.4,3.8,1.8
Cashewnut,2017,Kharif,Puducherry,147.0,43.0,1582.4,23143.68,55.86,0.346666667
Coconut,2017,Whole Year,Puducherry,1910.0,20895000.0,1582.4,300710.4,725.8,11820.71
Cotton(lint),2017,Kharif,Puducherry,154.0,164.0,1582.4,24245.76,58.52,1.42
Dry chillies,2017,Kharif,Puducherry,1.0,10.0,1582.4,157.44,0.38,10.0
Dry chillies,2017,Rabi,Puducherry,3.0,30.0,1582.4,472.32,1.14,10.0
Dry chillies,2017,Summer,Puducherry,3.0,24.0,1582.4,472.32,1.14,8.0
Groundnut,2017,Kharif,Puducherry,2.0,6.0,1582.4,314.88,0.76,3.0
Groundnut,2017,Rabi,Puducherry,246.0,738.0,1582.4,38730.24,93.48,3.0
Groundnut,2017,Summer,Puducherry,26.0,78.0,1582.4,4093.44,9.88,3.0
Jowar,2017,Kharif,Puducherry,3.0,9.0,1582.4,472.32,1.14,3.0
Jowar,2017,Summer,Puducherry,2.0,6.0,1582.4,314.88,0.76,3.0
Moong(Green Gram),2017,Rabi,Puducherry,3.0,3.0,1582.4,472.32,1.14,1.0
Moong(Green Gram),2017,Summer,Puducherry,636.0,151.0,1582.4,100131.84,241.68,0.513333333
Onion,2017,Kharif,Puducherry,2.0,10.0,1582.4,314.88,0.76,5.0
Onion,2017,Summer,Puducherry,1.0,5.0,1582.4,157.44,0.38,5.0
Other  Rabi pulses,2017,Rabi,Puducherry,69.0,207.0,1582.4,10863.36,26.22,3.0
Other Cereals,2017,Rabi,Puducherry,5.0,8.0,1582.4,787.2,1.9,1.6
Other Kharif pulses,2017,Kharif,Puducherry,5.0,14.0,1582.4,787.2,1.9,2.8
Other Summer Pulses,2017,Summer,Puducherry,15.0,42.0,1582.4,2361.6,5.7,2.8
Ragi,2017,Kharif,Puducherry,19.0,57.0,1582.4,2991.36,7.22,3.0
Ragi,2017,Rabi,Puducherry,3.0,9.0,1582.4,472.32,1.14,3.0
Ragi,2017,Summer,Puducherry,23.0,64.0,1582.4,3621.12,8.74,2.78
Rice,2017,Kharif,Puducherry,4325.0,15281.0,1582.4,680928.0,1643.5,3.256666667
Rice,2017,Rabi,Puducherry,8749.0,25188.0,1582.4,1377442.56,3324.62,3.27
Rice,2017,Summer,Puducherry,4297.0,15518.0,1582.4,676519.68,1632.86,2.85
Sesamum,2017,Kharif,Puducherry,4.0,6.0,1582.4,629.76,1.52,1.5
Sesamum,2017,Rabi,Puducherry,5.0,5.0,1582.4,787.2,1.9,1.0
Sesamum,2017,Summer,Puducherry,88.0,96.0,1582.4,13854.72,33.44,0.705
Small millets,2017,Kharif,Puducherry,5.0,8.0,1582.4,787.2,1.9,1.6
Sugarcane,2017,Kharif,Puducherry,1445.0,180625.0,1582.4,227500.8,549.1,125.0
Sweet potato,2017,Kharif,Puducherry,7.0,35.0,1582.4,1102.08,2.66,5.0
Sweet potato,2017,Rabi,Puducherry,1.0,8.0,1582.4,157.44,0.38,8.0
Tapioca,2017,Kharif,Puducherry,183.0,3770.0,1582.4,28811.52,69.54,31.0
Tapioca,2017,Rabi,Puducherry,4.0,80.0,1582.4,629.76,1.52,20.0
Turmeric,2017,Kharif,Puducherry,8.0,24.0,1582.4,1259.52,3.04,3.0
Urad,2017,Kharif,Puducherry,10.0,9.0,1582.4,1574.4,3.8,0.9
Urad,2017,Rabi,Puducherry,259.0,258.0,1582.4,40776.96,98.42,0.75
Urad,2017,Summer,Puducherry,272.0,106.0,1582.4,42823.68,103.36,0.55
Arecanut,2017,Whole Year,Karnataka,279459.0,3030925.0,1111.7,43998024.96,106194.42,10.92
Arhar/Tur,2017,Kharif,Karnataka,884913.0,839563.0,1111.7,139320702.7,336266.94,0.844074074
Bajra,2017,Kharif,Karnataka,226389.0,361940.0,1111.7,35642684.16,86027.82,1.593157895
Bajra,2017,Summer,Karnataka,5161.0,5313.0,1111.7,812547.84,1961.18,1.113333333
Black pepper,2017,Whole Year,Karnataka,41381.0,27177.0,1111.7,6515024.64,15724.78,0.684
